status_bucket,num_goals,language,avg_goal_difficulty,nav_hours,poverty_hours,total_hours_lost,lifetime_hours,lifetime_days
citizen,2,en,13.5,12.5,254.0,266.5,5330.0,666.2
DACA,2,es,10.5,28.2,693.9,722.1,14442.0,1805.2
permanent_resident,2,es,12.5,24.3,452.5,476.8,9536.0,1192.0
permanent_resident,2,en,15.0,24.3,346.1,370.4,7408.0,926.0
DACA,3,es,13.0,33.3,741.5,774.8,15496.0,1937.0
DACA,3,es,9.33,27.2,704.4,731.6,14632.0,1829.0
citizen,2,en,13.5,20.9,341.0,361.9,7238.0,904.8
citizen,4,es,10.5,18.1,532.2,550.3,11006.0,1375.8
DACA,2,es,16.0,35.0,749.0,784.0,15680.0,1960.0
permanent_resident,1,es,7.0,17.5,491.3,508.8,10176.0,1272.0
undocumented,2,es,12.5,39.5,1047.4,1086.9,21738.0,2717.2
citizen,3,en,9.33,13.7,164.3,178.0,3560.0,445.0
undocumented,2,en,12.5,30.8,740.1,770.9,15418.0,1927.2
DACA,3,en,13.0,20.4,499.7,520.1,10402.0,1300.2
undocumented,4,en,10.5,28.9,726.9,755.8,15116.0,1889.5
DACA,1,en,7.0,14.0,491.9,505.9,10118.0,1264.8
DACA,1,es,14.0,34.9,761.7,796.6,15932.0,1991.5
undocumented,1,en,7.0,20.8,721.1,741.9,14838.0,1854.8
undocumented,2,en,15.0,27.7,749.2,776.9,15538.0,1942.2
DACA,4,es,12.75,29.0,701.5,730.5,14610.0,1826.2
DACA,4,es,10.5,19.0,698.5,717.5,14350.0,1793.8
undocumented,2,en,13.0,34.3,757.8,792.1,15842.0,1980.2
undocumented,3,en,9.33,28.1,726.1,754.2,15084.0,1885.5
citizen,1,en,7.0,4.4,265.4,269.8,5396.0,674.5
permanent_resident,1,es,18.0,27.7,467.0,494.7,9894.0,1236.8
DACA,3,es,13.0,33.8,689.7,723.5,14470.0,1808.8
permanent_resident,4,es,12.75,26.0,485.5,511.5,10230.0,1278.8
DACA,5,es,12.0,30.1,671.6,701.7,14034.0,1754.2
citizen,3,en,13.0,17.0,207.6,224.6,4492.0,561.5
undocumented,2,es,11.5,30.2,1068.1,1098.3,21966.0,2745.8
undocumented,4,en,13.25,31.3,719.9,751.2,15024.0,1878.0
citizen,3,en,13.0,15.1,291.8,306.9,6138.0,767.2
permanent_resident,5,es,12.0,20.7,463.8,484.5,9690.0,1211.2
DACA,3,es,11.67,22.7,689.1,711.8,14236.0,1779.5
permanent_resident,3,es,13.0,22.5,500.5,523.0,10460.0,1307.5
DACA,1,es,9.0,23.7,686.2,709.9,14198.0,1774.8
undocumented,2,es,12.5,37.7,1001.7,1039.4,20788.0,2598.5
undocumented,3,en,12.33,43.0,800.3,843.3,16866.0,2108.2
citizen,2,en,13.5,8.7,192.3,201.0,4020.0,502.5
citizen,2,en,8.0,9.4,265.2,274.6,5492.0,686.5
citizen,1,en,14.0,14.2,265.8,280.0,5600.0,700.0
undocumented,3,en,13.0,34.9,718.1,753.0,15060.0,1882.5
undocumented,5,es,12.0,36.6,973.2,1009.8,20196.0,2524.5
undocumented,3,es,11.33,36.2,1038.0,1074.2,21484.0,2685.5
citizen,4,es,12.75,20.3,350.7,371.0,7420.0,927.5
undocumented,1,es,18.0,49.0,1074.5,1123.5,22470.0,2808.8
DACA,2,es,13.5,40.2,711.3,751.5,15030.0,1878.8
DACA,1,es,14.0,31.8,725.5,757.3,15146.0,1893.2
undocumented,5,en,12.0,25.6,785.5,811.1,16222.0,2027.8
DACA,1,en,7.0,17.0,474.2,491.2,9824.0,1228.0
DACA,4,es,12.0,27.7,721.6,749.3,14986.0,1873.2
undocumented,1,es,14.0,40.9,1016.8,1057.7,21154.0,2644.2
DACA,5,en,12.0,21.4,504.3,525.7,10514.0,1314.2
permanent_resident,4,en,11.5,15.0,352.2,367.2,7344.0,918.0
citizen,4,en,10.5,12.6,284.7,297.3,5946.0,743.2
citizen,1,es,18.0,20.1,379.3,399.4,7988.0,998.5
DACA,3,es,11.67,20.3,717.1,737.4,14748.0,1843.5
DACA,1,es,12.0,38.2,693.5,731.7,14634.0,1829.2
undocumented,3,en,14.67,33.3,750.9,784.2,15684.0,1960.5
permanent_resident,2,es,8.0,16.1,481.7,497.8,9956.0,1244.5
permanent_resident,5,en,12.0,13.8,336.2,350.0,7000.0,875.0
citizen,3,es,13.0,19.5,370.1,389.6,7792.0,974.0
permanent_resident,5,en,12.0,14.6,330.8,345.4,6908.0,863.5
permanent_resident,2,en,10.5,11.9,344.9,356.8,7136.0,892.0
DACA,4,es,11.5,28.8,712.1,740.9,14818.0,1852.2
undocumented,2,en,12.5,29.3,768.8,798.1,15962.0,1995.2
undocumented,1,es,12.0,36.0,1036.7,1072.7,21454.0,2681.8
DACA,1,es,14.0,31.4,680.1,711.5,14230.0,1778.8
permanent_resident,5,es,12.0,24.6,374.4,399.0,7980.0,997.5
citizen,5,es,12.0,19.0,406.6,425.6,8512.0,1064.0
permanent_resident,3,es,11.33,18.9,478.8,497.7,9954.0,1244.2
DACA,1,es,18.0,40.2,713.0,753.2,15064.0,1883.0
DACA,4,es,12.0,28.4,685.6,714.0,14280.0,1785.0
DACA,5,es,12.0,31.9,677.3,709.2,14184.0,1773.0
citizen,2,es,15.0,23.7,396.9,420.6,8412.0,1051.5
permanent_resident,4,es,13.25,28.3,490.8,519.1,10382.0,1297.8
DACA,2,es,13.0,28.8,709.7,738.5,14770.0,1846.2
citizen,4,es,13.25,18.0,387.2,405.2,8104.0,1013.0
undocumented,5,es,12.0,36.4,1042.6,1079.0,21580.0,2697.5
citizen,2,es,16.0,23.4,381.3,404.7,8094.0,1011.8
permanent_resident,5,en,12.0,16.5,320.8,337.3,6746.0,843.2
undocumented,1,es,7.0,23.0,1020.7,1043.7,20874.0,2609.2
undocumented,3,en,11.33,33.0,720.1,753.1,15062.0,1882.8
undocumented,1,es,18.0,41.6,1055.7,1097.3,21946.0,2743.2
citizen,3,en,9.33,11.2,251.7,262.9,5258.0,657.2
undocumented,2,en,12.5,29.7,663.6,693.3,13866.0,1733.2
citizen,1,es,18.0,23.3,387.9,411.2,8224.0,1028.0
DACA,2,es,12.5,31.3,722.6,753.9,15078.0,1884.8
permanent_resident,3,es,13.0,24.8,477.9,502.7,10054.0,1256.8
permanent_resident,3,es,13.0,26.2,491.4,517.6,10352.0,1294.0
undocumented,2,en,10.5,29.3,740.8,770.1,15402.0,1925.2
citizen,1,en,9.0,9.4,245.6,255.0,5100.0,637.5
permanent_resident,2,es,15.0,25.3,467.8,493.1,9862.0,1232.8
undocumented,5,es,12.0,36.7,1041.7,1078.4,21568.0,2696.0
undocumented,3,es,9.33,35.5,1024.6,1060.1,21202.0,2650.2
undocumented,5,en,12.0,32.6,740.1,772.7,15454.0,1931.8
DACA,3,en,13.67,22.8,519.9,542.7,10854.0,1356.8
citizen,2,es,16.0,25.1,387.4,412.5,8250.0,1031.2
undocumented,2,es,10.5,33.1,1027.0,1060.1,21202.0,2650.2
permanent_resident,1,es,18.0,23.7,473.7,497.4,9948.0,1243.5
undocumented,3,en,9.33,18.8,757.1,775.9,15518.0,1939.8
citizen,4,es,12.0,20.8,357.4,378.2,7564.0,945.5
citizen,4,en,13.25,11.6,268.5,280.1,5602.0,700.2
DACA,2,en,16.0,25.6,427.8,453.4,9068.0,1133.5
undocumented,2,en,9.5,20.3,733.8,754.1,15082.0,1885.2
undocumented,5,es,12.0,36.5,1041.6,1078.1,21562.0,2695.2
permanent_resident,2,es,13.0,25.5,485.7,511.2,10224.0,1278.0
permanent_resident,3,es,10.0,17.5,469.0,486.5,9730.0,1216.2
permanent_resident,1,en,7.0,8.0,352.7,360.7,7214.0,901.8
undocumented,2,es,16.0,44.1,1054.4,1098.5,21970.0,2746.2
DACA,3,es,13.0,32.2,706.8,739.0,14780.0,1847.5
permanent_resident,1,en,14.0,37.8,377.0,414.8,8296.0,1037.0
DACA,2,es,9.5,26.2,708.7,734.9,14698.0,1837.2
DACA,3,es,13.0,31.4,706.9,738.3,14766.0,1845.8
undocumented,2,es,10.5,33.7,1019.5,1053.2,21064.0,2633.0
DACA,4,es,12.0,27.5,700.6,728.1,14562.0,1820.2
DACA,2,es,10.5,27.2,708.1,735.3,14706.0,1838.2
undocumented,3,en,11.67,26.1,749.3,775.4,15508.0,1938.5
undocumented,3,en,10.0,28.0,716.7,744.7,14894.0,1861.8
undocumented,2,es,15.0,43.9,1060.4,1104.3,22086.0,2760.8
undocumented,4,es,11.5,32.7,1021.4,1054.1,21082.0,2635.2
citizen,2,es,12.5,21.8,392.3,414.1,8282.0,1035.2
citizen,3,en,13.0,13.3,254.6,267.9,5358.0,669.8
DACA,3,es,14.67,34.8,713.7,748.5,14970.0,1871.2
citizen,3,en,13.0,12.4,253.8,266.2,5324.0,665.5
citizen,4,en,10.5,8.1,273.1,281.2,5624.0,703.0
citizen,2,es,15.0,26.2,442.4,468.6,9372.0,1171.5
DACA,3,es,14.67,30.1,633.4,663.5,13270.0,1658.8
citizen,2,es,12.5,22.2,368.2,390.4,7808.0,976.0
permanent_resident,3,en,12.33,17.5,348.3,365.8,7316.0,914.5
DACA,1,en,18.0,32.9,515.7,548.6,10972.0,1371.5
undocumented,1,es,7.0,26.2,1019.6,1045.8,20916.0,2614.5
DACA,3,es,9.33,25.2,706.8,732.0,14640.0,1830.0
undocumented,2,en,10.5,27.2,750.7,777.9,15558.0,1944.8
undocumented,3,en,13.67,28.3,718.2,746.5,14930.0,1866.2
citizen,2,en,11.5,15.1,255.2,270.3,5406.0,675.8
citizen,2,en,13.5,16.5,283.2,299.7,5994.0,749.2
DACA,4,en,11.5,19.4,476.9,496.3,9926.0,1240.8
DACA,2,es,15.0,38.6,708.6,747.2,14944.0,1868.0
citizen,2,en,16.0,17.3,274.2,291.5,5830.0,728.8
permanent_resident,4,en,12.0,17.3,394.8,412.1,8242.0,1030.2
undocumented,5,en,12.0,30.7,742.2,772.9,15458.0,1932.2
undocumented,3,es,14.67,48.3,1039.3,1087.6,21752.0,2719.0
permanent_resident,1,en,14.0,17.1,394.3,411.4,8228.0,1028.5
permanent_resident,2,es,11.5,21.4,480.6,502.0,10040.0,1255.0
citizen,1,es,9.0,16.0,368.0,384.0,7680.0,960.0
citizen,1,en,18.0,18.1,265.7,283.8,5676.0,709.5
permanent_resident,3,en,14.67,18.5,344.0,362.5,7250.0,906.2
permanent_resident,1,en,7.0,5.3,349.0,354.3,7086.0,885.8
permanent_resident,1,es,9.0,19.6,483.2,502.8,10056.0,1257.0
citizen,5,es,12.0,15.8,381.6,397.4,7948.0,993.5
DACA,3,es,10.0,28.0,675.3,703.3,14066.0,1758.2
undocumented,1,en,18.0,42.9,733.4,776.3,15526.0,1940.8
DACA,2,es,10.5,26.7,715.2,741.9,14838.0,1854.8
DACA,3,es,14.67,33.9,706.7,740.6,14812.0,1851.5
citizen,4,es,12.75,21.0,447.4,468.4,9368.0,1171.0
undocumented,3,en,11.0,29.1,684.1,713.2,14264.0,1783.0
citizen,3,en,12.33,11.2,260.6,271.8,5436.0,679.5
DACA,1,en,14.0,24.9,508.5,533.4,10668.0,1333.5
DACA,5,es,12.0,29.2,691.9,721.1,14422.0,1802.8
DACA,3,en,11.33,27.5,517.8,545.3,10906.0,1363.2
citizen,2,en,12.5,6.3,258.4,264.7,5294.0,661.8
DACA,4,en,10.5,16.8,533.2,550.0,11000.0,1375.0
citizen,5,en,12.0,9.0,302.3,311.3,6226.0,778.2
DACA,2,en,16.0,30.1,512.6,542.7,10854.0,1356.8
citizen,4,en,10.5,8.6,276.9,285.5,5710.0,713.8
citizen,1,en,7.0,4.2,251.3,255.5,5110.0,638.8
permanent_resident,1,es,14.0,24.9,484.3,509.2,10184.0,1273.0
undocumented,2,es,10.5,33.0,1046.5,1079.5,21590.0,2698.8
permanent_resident,2,es,8.0,19.3,503.2,522.5,10450.0,1306.2
DACA,2,es,15.0,34.9,699.6,734.5,14690.0,1836.2
citizen,1,en,14.0,12.8,250.3,263.1,5262.0,657.8
citizen,5,en,12.0,17.5,265.0,282.5,5650.0,706.2
DACA,1,es,9.0,1.6,717.3,718.9,14378.0,1797.2
permanent_resident,4,es,12.0,18.7,465.0,483.7,9674.0,1209.2
citizen,2,en,13.0,15.0,267.2,282.2,5644.0,705.5
permanent_resident,3,es,11.33,21.8,498.6,520.4,10408.0,1301.0
permanent_resident,3,en,13.0,16.8,348.9,365.7,7314.0,914.2
undocumented,1,es,12.0,34.1,1017.4,1051.5,21030.0,2628.8
citizen,3,en,11.0,1.0,269.1,270.1,5402.0,675.2
citizen,2,es,12.5,3.5,413.1,416.6,8332.0,1041.5
undocumented,3,es,11.67,37.3,1031.1,1068.4,21368.0,2671.0
undocumented,2,es,13.0,41.2,1069.5,1110.7,22214.0,2776.8
DACA,3,en,13.0,25.1,584.1,609.2,12184.0,1523.0
DACA,3,en,9.33,14.2,487.5,501.7,10034.0,1254.2
permanent_resident,1,es,18.0,35.4,459.4,494.8,9896.0,1237.0
undocumented,2,en,10.5,22.8,788.8,811.6,16232.0,2029.0
undocumented,3,en,14.67,38.5,745.6,784.1,15682.0,1960.2
permanent_resident,1,es,18.0,51.0,498.7,549.7,10994.0,1374.2
permanent_resident,2,en,10.5,15.1,333.0,348.1,6962.0,870.2
permanent_resident,2,en,10.5,23.2,323.9,347.1,6942.0,867.8
undocumented,1,en,14.0,34.9,750.1,785.0,15700.0,1962.5
DACA,5,es,12.0,31.2,682.7,713.9,14278.0,1784.8
permanent_resident,3,en,13.0,17.4,349.1,366.5,7330.0,916.2
citizen,1,en,12.0,7.2,258.3,265.5,5310.0,663.8
permanent_resident,1,es,18.0,29.5,512.2,541.7,10834.0,1354.2
permanent_resident,1,en,18.0,24.0,354.9,378.9,7578.0,947.2
citizen,4,en,13.25,12.8,256.1,268.9,5378.0,672.2
undocumented,1,en,12.0,31.6,754.3,785.9,15718.0,1964.8
permanent_resident,4,en,12.75,19.7,320.9,340.6,6812.0,851.5
DACA,2,en,16.0,26.8,496.4,523.2,10464.0,1308.0
citizen,2,en,13.0,17.4,281.7,299.1,5982.0,747.8
permanent_resident,1,en,18.0,23.9,301.5,325.4,6508.0,813.5
DACA,1,es,18.0,40.5,713.5,754.0,15080.0,1885.0
citizen,5,en,12.0,13.7,241.5,255.2,5104.0,638.0
undocumented,3,en,11.67,29.2,762.8,792.0,15840.0,1980.0
permanent_resident,5,en,12.0,13.6,370.6,384.2,7684.0,960.5
citizen,3,en,12.33,14.9,267.6,282.5,5650.0,706.2
permanent_resident,2,es,15.0,26.7,481.1,507.8,10156.0,1269.5
undocumented,3,es,13.0,37.3,1042.4,1079.7,21594.0,2699.2
permanent_resident,1,es,9.0,18.9,469.5,488.4,9768.0,1221.0
DACA,3,en,13.0,19.0,535.6,554.6,11092.0,1386.5
permanent_resident,2,en,10.5,14.6,367.7,382.3,7646.0,955.8
permanent_resident,5,es,12.0,23.0,479.1,502.1,10042.0,1255.2
citizen,2,es,11.5,21.9,376.8,398.7,7974.0,996.8
permanent_resident,3,es,10.0,19.0,504.2,523.2,10464.0,1308.0
undocumented,3,en,9.33,21.4,788.0,809.4,16188.0,2023.5
undocumented,2,en,10.5,23.9,744.1,768.0,15360.0,1920.0
permanent_resident,5,en,12.0,14.5,342.8,357.3,7146.0,893.2
citizen,2,es,12.5,21.7,371.6,393.3,7866.0,983.2
citizen,3,en,11.0,11.2,284.9,296.1,5922.0,740.2
permanent_resident,5,es,12.0,21.2,491.8,513.0,10260.0,1282.5
citizen,2,en,9.5,7.0,249.6,256.6,5132.0,641.5
undocumented,1,en,9.0,22.8,758.2,781.0,15620.0,1952.5
permanent_resident,3,es,9.33,20.0,468.4,488.4,9768.0,1221.0
permanent_resident,2,es,12.5,26.2,457.5,483.7,9674.0,1209.2
citizen,2,en,10.5,10.1,258.8,268.9,5378.0,672.2
undocumented,2,es,15.0,42.7,1043.5,1086.2,21724.0,2715.5
DACA,4,en,11.5,19.7,520.3,540.0,10800.0,1350.0
permanent_resident,5,es,12.0,13.6,502.0,515.6,10312.0,1289.0
DACA,2,en,15.0,28.7,578.7,607.4,12148.0,1518.5
citizen,1,es,18.0,25.0,342.3,367.3,7346.0,918.2
undocumented,5,es,12.0,38.2,1041.6,1079.8,21596.0,2699.5
citizen,3,en,14.67,16.4,259.2,275.6,5512.0,689.0
citizen,1,en,7.0,5.6,253.7,259.3,5186.0,648.2
undocumented,3,en,11.0,29.4,761.1,790.5,15810.0,1976.2
permanent_resident,2,es,8.0,23.4,483.3,506.7,10134.0,1266.8
citizen,2,es,11.5,18.4,298.8,317.2,6344.0,793.0
undocumented,2,es,11.5,25.9,1013.0,1038.9,20778.0,2597.2
DACA,4,es,12.0,25.6,710.1,735.7,14714.0,1839.2
undocumented,3,en,11.0,26.8,730.4,757.2,15144.0,1893.0
permanent_resident,2,en,11.5,13.7,358.0,371.7,7434.0,929.2
citizen,5,es,12.0,17.5,369.2,386.7,7734.0,966.8
permanent_resident,4,es,11.5,24.4,488.0,512.4,10248.0,1281.0
citizen,3,en,13.0,11.9,259.5,271.4,5428.0,678.5
undocumented,2,es,13.5,42.3,1088.7,1131.0,22620.0,2827.5
citizen,2,en,12.5,10.4,249.2,259.6,5192.0,649.0
permanent_resident,4,en,13.25,18.3,334.5,352.8,7056.0,882.0
undocumented,3,es,13.67,42.6,1026.3,1068.9,21378.0,2672.2
undocumented,5,en,12.0,32.8,741.7,774.5,15490.0,1936.2
undocumented,1,en,14.0,25.3,767.0,792.3,15846.0,1980.8
undocumented,2,es,16.0,48.0,1014.1,1062.1,21242.0,2655.2
undocumented,3,es,11.67,37.3,1024.1,1061.4,21228.0,2653.5
DACA,1,es,14.0,36.6,710.6,747.2,14944.0,1868.0
permanent_resident,3,en,11.33,5.7,335.3,341.0,6820.0,852.5
DACA,3,en,11.33,19.0,541.7,560.7,11214.0,1401.8
permanent_resident,2,es,8.0,17.5,467.2,484.7,9694.0,1211.8
permanent_resident,1,es,18.0,33.9,457.0,490.9,9818.0,1227.2
citizen,5,en,12.0,12.7,268.8,281.5,5630.0,703.8
permanent_resident,2,es,12.5,25.2,484.9,510.1,10202.0,1275.2
citizen,5,en,12.0,12.9,263.6,276.5,5530.0,691.2
DACA,5,es,12.0,15.9,708.0,723.9,14478.0,1809.8
permanent_resident,1,es,12.0,25.7,454.2,479.9,9598.0,1199.8
citizen,1,es,7.0,16.2,393.5,409.7,8194.0,1024.2
permanent_resident,2,es,10.5,22.9,404.5,427.4,8548.0,1068.5
DACA,1,es,14.0,36.2,700.9,737.1,14742.0,1842.8
DACA,5,en,12.0,21.7,525.1,546.8,10936.0,1367.0
permanent_resident,3,en,9.33,12.1,330.4,342.5,6850.0,856.2
undocumented,3,en,12.33,29.8,762.5,792.3,15846.0,1980.8
undocumented,1,es,18.0,51.9,1063.2,1115.1,22302.0,2787.8
permanent_resident,2,en,11.5,14.9,341.2,356.1,7122.0,890.2
undocumented,3,en,13.0,32.9,716.3,749.2,14984.0,1873.0
citizen,2,en,11.5,10.2,279.1,289.3,5786.0,723.2
permanent_resident,1,es,12.0,22.4,475.4,497.8,9956.0,1244.5
DACA,1,en,18.0,35.0,497.7,532.7,10654.0,1331.8
citizen,4,en,10.5,14.4,266.5,280.9,5618.0,702.2
citizen,1,es,18.0,23.8,375.5,399.3,7986.0,998.2
DACA,4,en,10.5,18.9,521.9,540.8,10816.0,1352.0
permanent_resident,3,es,11.33,27.6,459.3,486.9,9738.0,1217.2
DACA,4,es,11.5,31.0,703.0,734.0,14680.0,1835.0
citizen,5,en,12.0,21.2,285.0,306.2,6124.0,765.5
permanent_resident,1,es,9.0,18.1,490.8,508.9,10178.0,1272.2
permanent_resident,5,es,12.0,25.9,473.4,499.3,9986.0,1248.2
undocumented,3,en,11.67,30.2,755.9,786.1,15722.0,1965.2
undocumented,3,en,10.0,23.4,739.6,763.0,15260.0,1907.5
DACA,1,en,7.0,14.8,491.0,505.8,10116.0,1264.5
undocumented,4,es,12.75,42.7,1003.3,1046.0,20920.0,2615.0
undocumented,3,en,9.33,22.2,747.5,769.7,15394.0,1924.2
DACA,3,en,10.0,24.3,483.3,507.6,10152.0,1269.0
DACA,3,en,12.33,25.5,515.3,540.8,10816.0,1352.0
undocumented,4,en,12.75,28.9,757.2,786.1,15722.0,1965.2
DACA,1,en,9.0,14.8,516.3,531.1,10622.0,1327.8
permanent_resident,2,es,11.5,27.8,488.2,516.0,10320.0,1290.0
DACA,2,es,15.0,37.2,691.4,728.6,14572.0,1821.5
citizen,3,es,11.0,20.1,380.3,400.4,8008.0,1001.0
citizen,3,es,9.33,16.7,381.9,398.6,7972.0,996.5
DACA,2,en,10.5,17.6,493.8,511.4,10228.0,1278.5
DACA,3,en,13.0,22.3,505.4,527.7,10554.0,1319.2
DACA,3,en,13.0,21.4,581.4,602.8,12056.0,1507.0
permanent_resident,3,en,13.0,16.4,360.7,377.1,7542.0,942.8
DACA,3,en,14.67,27.1,461.9,489.0,9780.0,1222.5
permanent_resident,1,en,7.0,7.1,345.3,352.4,7048.0,881.0
DACA,4,en,13.25,23.9,501.5,525.4,10508.0,1313.5
permanent_resident,1,es,12.0,22.3,492.2,514.5,10290.0,1286.2
DACA,2,en,13.0,23.4,544.2,567.6,11352.0,1419.0
citizen,5,en,12.0,11.7,232.4,244.1,4882.0,610.2
undocumented,5,es,12.0,38.2,1041.7,1079.9,21598.0,2699.8
permanent_resident,1,es,14.0,20.9,463.1,484.0,9680.0,1210.0
DACA,3,es,13.0,21.1,694.8,715.9,14318.0,1789.8
undocumented,5,en,12.0,24.8,726.9,751.7,15034.0,1879.2
citizen,3,es,11.33,18.7,357.8,376.5,7530.0,941.2
citizen,3,en,11.33,13.7,267.0,280.7,5614.0,701.8
DACA,5,en,12.0,19.4,444.3,463.7,9274.0,1159.2
citizen,3,es,14.67,24.2,357.8,382.0,7640.0,955.0
citizen,4,es,11.5,17.2,372.5,389.7,7794.0,974.2
citizen,3,es,11.67,19.9,375.0,394.9,7898.0,987.2
permanent_resident,3,es,14.67,28.7,469.1,497.8,9956.0,1244.5
permanent_resident,2,es,10.5,22.8,468.6,491.4,9828.0,1228.5
DACA,5,es,12.0,31.3,624.3,655.6,13112.0,1639.0
citizen,2,es,10.5,21.4,376.1,397.5,7950.0,993.8
DACA,3,es,11.0,28.4,689.4,717.8,14356.0,1794.5
undocumented,2,en,10.5,23.9,759.7,783.6,15672.0,1959.0
permanent_resident,1,es,14.0,22.1,489.8,511.9,10238.0,1279.8
citizen,5,es,12.0,21.4,365.9,387.3,7746.0,968.2
citizen,5,en,12.0,25.9,284.0,309.9,6198.0,774.8
citizen,2,es,8.0,14.7,370.0,384.7,7694.0,961.8
permanent_resident,2,es,16.0,27.7,369.2,396.9,7938.0,992.2
permanent_resident,4,es,13.25,22.5,511.0,533.5,10670.0,1333.8
undocumented,1,es,9.0,30.0,1044.6,1074.6,21492.0,2686.5
DACA,3,es,13.0,30.8,696.7,727.5,14550.0,1818.8
undocumented,2,en,9.5,19.6,734.6,754.2,15084.0,1885.5
citizen,5,es,12.0,16.3,393.8,410.1,8202.0,1025.2
DACA,1,es,12.0,24.7,712.2,736.9,14738.0,1842.2
DACA,3,en,11.33,21.0,497.9,518.9,10378.0,1297.2
citizen,2,en,10.5,9.0,285.6,294.6,5892.0,736.5
permanent_resident,3,es,9.33,19.3,485.4,504.7,10094.0,1261.8
DACA,3,es,11.67,30.8,697.6,728.4,14568.0,1821.0
undocumented,3,es,12.33,33.5,1027.9,1061.4,21228.0,2653.5
undocumented,5,es,12.0,37.3,1033.3,1070.6,21412.0,2676.5
citizen,1,en,14.0,12.0,278.0,290.0,5800.0,725.0
DACA,1,es,12.0,36.1,718.8,754.9,15098.0,1887.2
undocumented,5,es,12.0,35.0,1101.7,1136.7,22734.0,2841.8
citizen,1,en,9.0,13.3,223.8,237.1,4742.0,592.8
citizen,4,en,12.75,12.0,263.4,275.4,5508.0,688.5
DACA,3,es,9.33,21.9,676.9,698.8,13976.0,1747.0
citizen,3,es,11.33,14.7,370.1,384.8,7696.0,962.0
DACA,3,en,13.67,25.3,508.0,533.3,10666.0,1333.2
citizen,3,es,12.33,18.1,407.8,425.9,8518.0,1064.8
DACA,2,es,10.5,26.0,686.6,712.6,14252.0,1781.5
DACA,5,en,12.0,20.4,514.6,535.0,10700.0,1337.5
citizen,5,es,12.0,20.3,379.9,400.2,8004.0,1000.5
permanent_resident,3,es,11.67,22.2,481.3,503.5,10070.0,1258.8
citizen,4,es,13.25,24.4,382.9,407.3,8146.0,1018.2
permanent_resident,2,en,10.5,10.7,290.2,300.9,6018.0,752.2
DACA,1,es,7.0,39.6,702.4,742.0,14840.0,1855.0
permanent_resident,2,es,9.5,29.3,508.4,537.7,10754.0,1344.2
citizen,1,es,12.0,18.7,351.4,370.1,7402.0,925.2
undocumented,2,en,16.0,41.8,759.1,800.9,16018.0,2002.2
citizen,4,en,13.25,15.2,243.9,259.1,5182.0,647.8
citizen,4,en,11.5,26.0,277.8,303.8,6076.0,759.5
citizen,2,en,11.5,7.6,280.2,287.8,5756.0,719.5
undocumented,5,en,12.0,26.0,738.7,764.7,15294.0,1911.8
permanent_resident,3,es,14.67,27.1,475.4,502.5,10050.0,1256.2
undocumented,3,es,14.67,47.5,1135.0,1182.5,23650.0,2956.2
permanent_resident,2,en,11.5,12.0,322.6,334.6,6692.0,836.5
citizen,3,en,13.67,17.3,254.9,272.2,5444.0,680.5
permanent_resident,1,en,12.0,16.1,340.7,356.8,7136.0,892.0
citizen,3,en,11.33,15.5,266.6,282.1,5642.0,705.2
permanent_resident,3,en,13.0,14.9,356.2,371.1,7422.0,927.8
permanent_resident,2,es,8.0,19.3,499.2,518.5,10370.0,1296.2
undocumented,5,es,12.0,40.7,1034.9,1075.6,21512.0,2689.0
permanent_resident,4,en,11.5,17.8,372.2,390.0,7800.0,975.0
undocumented,1,en,12.0,25.4,727.2,752.6,15052.0,1881.5
permanent_resident,1,es,18.0,34.4,483.6,518.0,10360.0,1295.0
undocumented,5,es,12.0,45.6,1031.1,1076.7,21534.0,2691.8
citizen,3,es,10.0,20.1,357.6,377.7,7554.0,944.2
DACA,4,en,13.25,28.8,513.1,541.9,10838.0,1354.8
DACA,5,es,12.0,27.0,686.4,713.4,14268.0,1783.5
citizen,4,en,12.0,12.1,227.3,239.4,4788.0,598.5
DACA,3,en,11.0,25.5,503.0,528.5,10570.0,1321.2
citizen,3,es,13.0,22.1,382.9,405.0,8100.0,1012.5
permanent_resident,1,en,9.0,14.1,379.5,393.6,7872.0,984.0
DACA,5,es,12.0,32.0,703.8,735.8,14716.0,1839.5
DACA,2,en,10.5,28.1,505.2,533.3,10666.0,1333.2
citizen,2,es,11.5,23.2,360.2,383.4,7668.0,958.5
undocumented,1,es,9.0,42.9,1002.0,1044.9,20898.0,2612.2
permanent_resident,1,en,12.0,21.9,367.3,389.2,7784.0,973.0
DACA,5,es,12.0,41.8,720.8,762.6,15252.0,1906.5
citizen,4,en,12.75,11.9,279.8,291.7,5834.0,729.2
undocumented,1,en,14.0,30.7,600.5,631.2,12624.0,1578.0
undocumented,5,es,12.0,34.8,1073.1,1107.9,22158.0,2769.8
permanent_resident,3,en,14.67,17.5,356.4,373.9,7478.0,934.8
undocumented,5,en,12.0,29.4,722.3,751.7,15034.0,1879.2
permanent_resident,3,en,13.0,17.8,335.5,353.3,7066.0,883.2
undocumented,5,en,12.0,32.1,738.3,770.4,15408.0,1926.0
DACA,3,es,10.0,26.5,682.4,708.9,14178.0,1772.2
DACA,1,es,7.0,20.4,722.9,743.3,14866.0,1858.2
undocumented,4,es,13.25,38.3,1057.6,1095.9,21918.0,2739.8
citizen,5,es,12.0,17.6,475.5,493.1,9862.0,1232.8
